,State_Name,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,Yield_ton_per_hec
1722,karnataka,summer,maize,80,40,20,5.34,157.31,25.83333333,740,1601,2.163513514
1723,karnataka,summer,ragi,50,40,20,5.48,157.31,25.83333333,574,1063,1.851916376
1724,karnataka,summer,rice,80,40,40,5.54,157.31,25.83333333,7914,22059,2.787338893
1725,karnataka,whole year,arecanut,100,40,140,5.82,1603.2375,22.89090909,111,155,1.396396396
1726,karnataka,whole year,coriander,10,20,20,6.4,1603.2375,22.89090909,67,7,0.104477612
1727,karnataka,whole year,garlic,50,10,60,5.68,1603.2375,22.89090909,12,14,1.166666667
1728,karnataka,whole year,turmeric,25,60,100,5.12,1603.2375,22.89090909,4,22,5.5
1729,karnataka,kharif,horsegram,20,60,20,5.86,1246.715,22.6,19371,11851,0.611790821
1730,karnataka,kharif,jowar,80,40,40,5.64,1246.715,22.6,3968,6001,1.51234879
1731,karnataka,kharif,maize,80,40,20,5.4,1246.715,22.6,102,251,2.460784314
1732,karnataka,kharif,ragi,50,40,20,5.46,1246.715,22.6,78428,137349,1.751275055
1733,karnataka,kharif,rice,80,40,40,5.56,1246.715,22.6,57997,150905,2.601944928
1734,karnataka,rabi,horsegram,20,60,20,5.82,199.2125,21.3,13029,6214,0.476936066
1735,karnataka,rabi,ragi,50,40,20,5.38,199.2125,21.3,2953,4006,1.356586522
1736,karnataka,rabi,rice,80,40,40,5.4,199.2125,21.3,1619,3502,2.16306362
1737,karnataka,summer,ragi,50,40,20,5.46,157.31,25.83333333,3386,7000,2.06733609
1738,karnataka,summer,rice,80,40,40,5.68,157.31,25.83333333,25359,84560,3.334516345
1739,karnataka,whole year,arecanut,100,40,140,6.18,1603.2375,22.89090909,630,881,1.398412698
1740,karnataka,whole year,turmeric,25,60,100,5.06,1603.2375,22.89090909,72,453,6.291666667
1741,karnataka,kharif,blackpepper,100,60,50,4.98,1246.715,22.6,12,3,0.25
1742,karnataka,kharif,horsegram,20,60,20,5.96,1246.715,22.6,22413,11115,0.495917548
1743,karnataka,kharif,jowar,80,40,40,5.54,1246.715,22.6,39698,35995,0.906720742
1744,karnataka,kharif,maize,80,40,20,5.58,1246.715,22.6,20029,65080,3.249288532
1745,karnataka,kharif,ragi,50,40,20,5.42,1246.715,22.6,90302,133034,1.47321211
1746,karnataka,kharif,rice,80,40,40,5.48,1246.715,22.6,105069,306717,2.919195957
1747,karnataka,rabi,horsegram,20,60,20,6.08,199.2125,21.3,36782,13069,0.355309662
1748,karnataka,rabi,jowar,80,40,40,5.52,199.2125,21.3,1026,462,0.450292398
1749,karnataka,rabi,maize,80,40,20,5.32,199.2125,21.3,1338,2712,2.02690583
1750,karnataka,rabi,ragi,50,40,20,5.6,199.2125,21.3,6089,7875,1.293315815
1751,karnataka,rabi,rice,80,40,40,5.56,199.2125,21.3,817,1767,2.162790698
1752,karnataka,rabi,wheat,60,30,30,6.1,199.2125,21.3,4,4,1
1753,karnataka,summer,jowar,80,40,40,5.38,157.31,25.83333333,490,1208,2.465306122
1754,karnataka,summer,maize,80,40,20,5.52,157.31,25.83333333,945,2045,2.164021164
1755,karnataka,summer,ragi,50,40,20,5.48,157.31,25.83333333,4857,8407,1.73090385
1756,karnataka,summer,rice,80,40,40,5.32,157.31,25.83333333,20560,56994,2.772081712
1757,karnataka,whole year,arecanut,100,40,140,5.82,1603.2375,22.89090909,600,426,0.71
1758,karnataka,whole year,cardamom,75,75,150,5.18,1603.2375,22.89090909,16,1,0.0625
1759,karnataka,whole year,coriander,10,20,20,6.64,1603.2375,22.89090909,870,86,0.098850575
1760,karnataka,whole year,garlic,50,10,60,5.4,1603.2375,22.89090909,98,201,2.051020408
1761,karnataka,whole year,turmeric,25,60,100,4.9,1603.2375,22.89090909,2316,15147,6.54015544
1762,karnataka,kharif,horsegram,20,60,20,6.04,1246.715,22.6,19319,4001,0.207101817
1763,karnataka,kharif,jowar,80,40,40,5.58,1246.715,22.6,31464,25101,0.797768879
1764,karnataka,kharif,maize,80,40,20,5.48,1246.715,22.6,9911,34724,3.503581879
1765,karnataka,kharif,rice,80,40,40,5.6,1246.715,22.6,92636,287526,3.103825726
1766,karnataka,rabi,horsegram,20,60,20,5.82,199.2125,21.3,3161,1601,0.506485289
1767,karnataka,rabi,jowar,80,40,40,5.64,199.2125,21.3,194872,94518,0.485026068
1768,karnataka,rabi,maize,80,40,20,5.38,199.2125,21.3,336,658,1.958333333
1769,karnataka,rabi,wheat,60,30,30,6.7,199.2125,21.3,18598,3725,0.200290354
1770,karnataka,summer,jowar,80,40,40,5.68,157.31,25.83333333,2699,6656,2.466098555
1771,karnataka,summer,maize,80,40,20,5.52,157.31,25.83333333,339,734,2.16519174
1772,karnataka,summer,rice,80,40,40,5.66,157.31,25.83333333,79540,190102,2.390017601
1773,karnataka,whole year,coriander,10,20,20,6.6,1603.2375,22.89090909,38,7,0.184210526
1774,karnataka,kharif,blackpepper,100,60,50,4.92,1246.715,22.6,668,189,0.282934132
1775,karnataka,kharif,horsegram,20,60,20,5.86,1246.715,22.6,3254,1459,0.448371235
1776,karnataka,kharif,jowar,80,40,40,5.34,1246.715,22.6,10451,18271,1.748253756
1777,karnataka,kharif,maize,80,40,20,5.38,1246.715,22.6,55694,131489,2.360918591
1778,karnataka,kharif,ragi,50,40,20,5.52,1246.715,22.6,20950,19094,0.911408115
1779,karnataka,kharif,rice,80,40,40,5.5,1246.715,22.6,162939,370499,2.27385095
1780,karnataka,rabi,horsegram,20,60,20,5.98,199.2125,21.3,2566,1258,0.49025721
1781,karnataka,rabi,jowar,80,40,40,5.58,199.2125,21.3,2779,1239,0.445843829
1782,karnataka,rabi,maize,80,40,20,5.52,199.2125,21.3,2,4,2
1783,karnataka,rabi,wheat,60,30,30,6.9,199.2125,21.3,255,60,0.235294118
1784,karnataka,summer,jowar,80,40,40,5.42,157.31,25.83333333,166,409,2.463855422
1785,karnataka,summer,maize,80,40,20,5.62,157.31,25.83333333,6,13,2.166666667
1786,karnataka,summer,ragi,50,40,20,5.36,157.31,25.83333333,59,109,1.847457627
1787,karnataka,summer,rice,80,40,40,5.68,157.31,25.83333333,38347,119344,3.112212168
1788,karnataka,whole year,arecanut,100,40,140,5.82,1603.2375,22.89090909,26588,40010,1.504814202
1789,karnataka,whole year,cardamom,75,75,150,5.02,1603.2375,22.89090909,267,20,0.074906367
1790,karnataka,whole year,coriander,10,20,20,6.56,1603.2375,22.89090909,83,8,0.096385542
1791,karnataka,whole year,turmeric,25,60,100,5.04,1603.2375,22.89090909,16,38,2.375
1792,karnataka,kharif,horsegram,20,60,20,6.16,1246.715,22.6,23417,11701,0.49967972
1793,karnataka,kharif,jowar,80,40,40,5.32,1246.715,22.6,4005,2380,0.594257179
1794,karnataka,kharif,maize,80,40,20,5.32,1246.715,22.6,3049,7239,2.374221056
1795,karnataka,kharif,ragi,50,40,20,5.56,1246.715,22.6,180184,195029,1.082388003
1796,karnataka,kharif,rice,80,40,40,5.5,1246.715,22.6,22589,57865,2.561645048
1797,karnataka,rabi,horsegram,20,60,20,5.84,199.2125,21.3,16189,8197,0.50633146
1798,karnataka,rabi,jowar,80,40,40,5.38,199.2125,21.3,2740,1218,0.444525547
1799,karnataka,rabi,maize,80,40,20,5.56,199.2125,21.3,1104,2239,2.02807971
1800,karnataka,rabi,ragi,50,40,20,5.42,199.2125,21.3,972,1286,1.323045267
1801,karnataka,rabi,rice,80,40,40,5.58,199.2125,21.3,909,1963,2.159515952
1802,karnataka,rabi,wheat,60,30,30,6.1,199.2125,21.3,2,2,1
1803,karnataka,summer,maize,80,40,20,5.4,157.31,25.83333333,379,820,2.163588391
1804,karnataka,summer,ragi,50,40,20,5.48,157.31,25.83333333,600,1111,1.851666667
1805,karnataka,summer,rice,80,40,40,5.68,157.31,25.83333333,10102,31535,3.121659077
1806,karnataka,whole year,arecanut,100,40,140,5.82,1603.2375,22.89090909,7282,8932,1.226586103
1807,karnataka,whole year,coriander,10,20,20,6.5,1603.2375,22.89090909,23,3,0.130434783
1808,karnataka,whole year,garlic,50,10,60,5.46,1603.2375,22.89090909,2,2,1
1809,karnataka,kharif,blackpepper,100,60,50,5.02,1246.715,22.6,119,29,0.243697479
1810,karnataka,kharif,horsegram,20,60,20,5.86,1246.715,22.6,250,112,0.448
1811,karnataka,kharif,jowar,80,40,40,5.38,1246.715,22.6,208,150,0.721153846
1812,karnataka,kharif,maize,80,40,20,5.48,1246.715,22.6,86,174,2.023255814
1813,karnataka,kharif,ragi,50,40,20,5.38,1246.715,22.6,84,92,1.095238095
1814,karnataka,kharif,rice,80,40,40,5.68,1246.715,22.6,85415,128113,1.499888778
1815,karnataka,rabi,horsegram,20,60,20,6.1,199.2125,21.3,2078,1052,0.506256015
1816,karnataka,rabi,jowar,80,40,40,5.4,199.2125,21.3,59,27,0.457627119
1817,karnataka,rabi,maize,80,40,20,5.4,199.2125,21.3,4,6,1.5
1818,karnataka,rabi,ragi,50,40,20,5.54,199.2125,21.3,16,22,1.375
1819,karnataka,rabi,rice,80,40,40,5.6,199.2125,21.3,2431,4888,2.010695187
1820,karnataka,summer,jowar,80,40,40,5.34,157.31,25.83333333,69,170,2.463768116
1821,karnataka,summer,rice,80,40,40,5.62,157.31,25.83333333,2467,4888,1.981353871
1822,karnataka,whole year,arecanut,100,40,140,6.14,1603.2375,22.89090909,9363,12727,1.359286553
1823,karnataka,whole year,cardamom,75,75,150,4.94,1603.2375,22.89090909,431,24,0.055684455
1824,karnataka,whole year,turmeric,25,60,100,5.16,1603.2375,22.89090909,10,56,5.6
1825,kerala,whole year,arecanut,100,40,140,6.06,2817.86,27.90909091,2253,1518,0.673768309
1826,kerala,whole year,blackpepper,100,60,50,5.08,2817.86,27.90909091,2235,248,0.110961969
1827,kerala,whole year,cashewnuts,70,40,60,6.18,2817.86,27.90909091,7205,2358,0.327272727
1828,kerala,whole year,tapioca,50,50,50,5.6,2817.86,27.90909091,3911,74110,18.94911787
1829,kerala,whole year,arecanut,100,40,140,5.82,2817.86,27.90909091,3513,6148,1.750071164
1830,kerala,whole year,blackpepper,100,60,50,5.04,2817.86,27.90909091,6659,1114,0.167292386
1831,kerala,whole year,cashewnuts,70,40,60,5.82,2817.86,27.90909091,2389,1316,0.5508581
1832,kerala,whole year,tapioca,50,50,50,5.52,2817.86,27.90909091,5732,134817,23.52006281
1833,kerala,whole year,arecanut,100,40,140,5.84,2817.86,27.90909091,4616,7131,1.544844021
1834,kerala,whole year,blackpepper,100,60,50,4.92,2817.86,27.90909091,45566,18706,0.410525392
1835,kerala,whole year,cashewnuts,70,40,60,6.12,2817.86,27.90909091,1600,780,0.4875
1836,kerala,whole year,tapioca,50,50,50,5.32,2817.86,27.90909091,10849,317756,29.28896673
1837,kerala,whole year,arecanut,100,40,140,6.18,2817.86,27.90909091,10588,14786,1.396486589
1838,kerala,whole year,blackpepper,100,60,50,4.84,2817.86,27.90909091,16488,4416,0.26783115
1839,kerala,whole year,cashewnuts,70,40,60,5.86,2817.86,27.90909091,30111,37909,1.258975125
1840,kerala,whole year,tapioca,50,50,50,5.66,2817.86,27.90909091,4173,101291,24.27294512
1841,kerala,whole year,arecanut,100,40,140,5.82,2817.86,27.90909091,9170,13737,1.498037077
1842,kerala,whole year,blackpepper,100,60,50,5.16,2817.86,27.90909091,3947,793,0.200912085
1843,kerala,whole year,cashewnuts,70,40,60,5.98,2817.86,27.90909091,13643,9487,0.695374918
1844,kerala,whole year,tapioca,50,50,50,5.4,2817.86,27.90909091,493,10554,21.40770791
1845,kerala,whole year,arecanut,100,40,140,6.04,2817.86,27.90909091,2626,2430,0.925361767
1846,kerala,whole year,blackpepper,100,60,50,5.16,2817.86,27.90909091,10911,3554,0.325726331
1847,kerala,whole year,cashewnuts,70,40,60,6.1,2817.86,27.90909091,6002,4991,0.831556148
1848,kerala,whole year,tapioca,50,50,50,5.36,2817.86,27.90909091,31028,619474,19.96499936
1849,kerala,whole year,arecanut,100,40,140,6.1,2817.86,27.90909091,1389,868,0.624910007
1850,kerala,whole year,blackpepper,100,60,50,5.08,2817.86,27.90909091,8357,1489,0.178173986
1851,kerala,whole year,cashewnuts,70,40,60,5.84,2817.86,27.90909091,788,200,0.253807107
1852,kerala,whole year,tapioca,50,50,50,5.62,2817.86,27.90909091,4050,76743,18.94888889
1853,kerala,whole year,arecanut,100,40,140,6.02,2817.86,27.90909091,7434,10194,1.371267151
1854,kerala,whole year,blackpepper,100,60,50,5.1,2817.86,27.90909091,11378,2354,0.20689049
1855,kerala,whole year,cashewnuts,70,40,60,6.1,2817.86,27.90909091,4972,2888,0.580852776
1856,kerala,whole year,tapioca,50,50,50,5.32,2817.86,27.90909091,3514,83893,23.87393284
1857,kerala,whole year,arecanut,100,40,140,6.04,2817.86,27.90909091,14893,14240,0.956153898
1858,kerala,whole year,blackpepper,100,60,50,5.1,2817.86,27.90909091,7010,665,0.094864479
1859,kerala,whole year,cashewnuts,70,40,60,5.88,2817.86,27.90909091,12314,5642,0.458177684
1860,kerala,whole year,tapioca,50,50,50,5.6,2817.86,27.90909091,9072,242758,26.7590388
1861,kerala,whole year,arecanut,100,40,140,5.98,2817.86,27.90909091,4425,3336,0.753898305
1862,kerala,whole year,blackpepper,100,60,50,5.04,2817.86,27.90909091,4302,540,0.125523013
1863,kerala,whole year,cashewnuts,70,40,60,5.86,2817.86,27.90909091,7113,2666,0.374806692
1864,kerala,whole year,tapioca,50,50,50,5.52,2817.86,27.90909091,7692,142187,18.4850494
1865,kerala,whole year,arecanut,100,40,140,6.04,2817.86,27.90909091,1306,1873,1.434150077
1866,kerala,whole year,blackpepper,100,60,50,5.14,2817.86,27.90909091,4420,1767,0.399773756
1867,kerala,whole year,cashewnuts,70,40,60,5.88,2817.86,27.90909091,1195,800,0.669456067
1868,kerala,whole year,tapioca,50,50,50,5.64,2817.86,27.90909091,7338,159359,21.71695285
1869,kerala,whole year,arecanut,100,40,140,6.18,2817.86,27.90909091,1079,491,0.455050973
1870,kerala,whole year,blackpepper,100,60,50,4.96,2817.86,27.90909091,5559,1492,0.268393596
1871,kerala,whole year,cashewnuts,70,40,60,6.06,2817.86,27.90909091,2839,2178,0.767171539
1872,kerala,whole year,tapioca,50,50,50,5.42,2817.86,27.90909091,39434,730475,18.52398945
1873,kerala,whole year,arecanut,100,40,140,5.94,2817.86,27.90909091,6238,9140,1.465213209
1874,kerala,whole year,blackpepper,100,60,50,5.04,2817.86,27.90909091,5958,1046,0.175562269
1875,kerala,whole year,cashewnuts,70,40,60,5.86,2817.86,27.90909091,4658,2301,0.493988836
1876,kerala,whole year,tapioca,50,50,50,5.66,2817.86,27.90909091,3087,76277,24.70910269
1877,kerala,whole year,arecanut,100,40,140,6.14,2817.86,27.90909091,6615,8103,1.224943311
1878,kerala,whole year,blackpepper,100,60,50,5.14,2817.86,27.90909091,41065,17336,0.42215999
1879,kerala,whole year,cashewnuts,70,40,60,5.88,2817.86,27.90909091,1244,626,0.503215434
1880,kerala,whole year,tapioca,50,50,50,5.64,2817.86,27.90909091,2502,72125,28.82693845
1881,madhya pradesh,kharif,jowar,80,40,40,5.56,1011.49,30.43,300,300,1
1882,madhya pradesh,kharif,maize,80,40,20,5.38,1011.49,30.43,4600,4400,0.956521739
1883,madhya pradesh,kharif,sesamum,30,15,30,6.5,1011.49,30.43,1100,500,0.454545455
1884,madhya pradesh,kharif,soyabean,20,60,20,5.34,1011.49,30.43,300,400,1.333333333
1885,madhya pradesh,rabi,rapeseed,50,40,20,5.12,73.47,23.562,3500,2800,0.8
1886,madhya pradesh,rabi,wheat,60,30,30,6.3,73.47,23.562,13100,6500,0.496183206
1887,madhya pradesh,kharif,cotton,120,40,20,5.6,1011.49,30.43,1500,2000,1.333333333
1888,madhya pradesh,kharif,jowar,80,40,40,5.6,1011.49,30.43,52800,22900,0.433712121
1889,madhya pradesh,kharif,maize,80,40,20,5.5,1011.49,30.43,18300,22700,1.240437158
1890,madhya pradesh,kharif,sesamum,30,15,30,6.44,1011.49,30.43,1200,200,0.166666667
1891,madhya pradesh,kharif,soyabean,20,60,20,5.5,1011.49,30.43,185200,128400,0.693304536
1892,madhya pradesh,kharif,sunflower,50,60,30,5.44,1011.49,30.43,700,100,0.142857143
1893,madhya pradesh,rabi,rapeseed,50,40,20,5.1,73.47,23.562,500,200,0.4
1894,madhya pradesh,rabi,wheat,60,30,30,7,73.47,23.562,99500,84900,0.853266332
1895,madhya pradesh,kharif,jowar,80,40,40,5.58,1011.49,30.43,14400,15200,1.055555556
1896,madhya pradesh,kharif,sesamum,30,15,30,6.64,1011.49,30.43,2500,900,0.36
1897,madhya pradesh,kharif,soyabean,20,60,20,5.56,1011.49,30.43,600,500,0.833333333
1898,madhya pradesh,rabi,barley,70,40,45,5.66,73.47,23.562,7900,13400,1.696202532
1899,madhya pradesh,rabi,rapeseed,50,40,20,5.04,73.47,23.562,121000,80300,0.663636364
1900,madhya pradesh,rabi,wheat,60,30,30,6.4,73.47,23.562,85300,183900,2.155920281
1901,madhya pradesh,kharif,jowar,80,40,40,5.36,1011.49,30.43,3000,2600,0.866666667
1902,madhya pradesh,kharif,maize,80,40,20,5.68,1011.49,30.43,2100,1200,0.571428571
1903,madhya pradesh,kharif,soyabean,20,60,20,5.46,1011.49,30.43,74700,68200,0.912985274
1904,madhya pradesh,rabi,rapeseed,50,40,20,5.1,73.47,23.562,200,100,0.5
1905,madhya pradesh,rabi,wheat,60,30,30,6.11,73.47,23.562,78800,129500,1.643401015
1906,madhya pradesh,kharif,jowar,80,40,40,5.6,1011.49,30.43,22200,10900,0.490990991
1907,madhya pradesh,kharif,maize,80,40,20,5.52,1011.49,30.43,700,600,0.857142857
1908,madhya pradesh,kharif,sesamum,30,15,30,6.56,1011.49,30.43,30600,5600,0.183006536
1909,madhya pradesh,kharif,soyabean,20,60,20,5.58,1011.49,30.43,43900,33500,0.76309795
1910,madhya pradesh,rabi,barley,70,40,45,5.48,73.47,23.562,11300,13600,1.203539823
1911,madhya pradesh,rabi,rapeseed,50,40,20,5.18,73.47,23.562,14200,3800,0.267605634
1912,madhya pradesh,rabi,wheat,60,30,30,6.1,73.47,23.562,135900,261500,1.924208977
1913,madhya pradesh,kharif,cotton,120,40,20,5.5,1011.49,30.43,14600,27000,1.849315068
1914,madhya pradesh,kharif,jowar,80,40,40,5.32,1011.49,30.43,62100,26600,0.428341385
1915,madhya pradesh,kharif,maize,80,40,20,5.38,1011.49,30.43,53600,145800,2.720149254
1916,madhya pradesh,kharif,sesamum,30,15,30,6.62,1011.49,30.43,1700,300,0.176470588
1917,madhya pradesh,kharif,soyabean,20,60,20,5.36,1011.49,30.43,134800,155300,1.152077151
1918,madhya pradesh,kharif,sunflower,50,60,30,5.64,1011.49,30.43,500,300,0.6
1919,madhya pradesh,rabi,jowar,80,40,40,5.62,73.47,23.562,100,100,1
1920,madhya pradesh,rabi,rapeseed,50,40,20,5.18,73.47,23.562,300,100,0.333333333
1921,madhya pradesh,rabi,wheat,60,30,30,6.1,73.47,23.562,90300,86700,0.96013289
1922,madhya pradesh,kharif,jowar,80,40,40,5.38,1011.49,30.43,7900,7500,0.949367089
1923,madhya pradesh,kharif,maize,80,40,20,5.56,1011.49,30.43,2100,2600,1.238095238
1924,madhya pradesh,kharif,soyabean,20,60,20,5.68,1011.49,30.43,82200,73100,0.889294404
1925,madhya pradesh,rabi,barley,70,40,45,5.34,73.47,23.562,100,100,1
1926,madhya pradesh,rabi,rapeseed,50,40,20,4.88,73.47,23.562,800,400,0.5
1927,madhya pradesh,rabi,wheat,60,30,30,6.5,73.47,23.562,100900,131700,1.305252725
1928,madhya pradesh,kharif,jowar,80,40,40,5.32,1011.49,30.43,5300,4900,0.924528302
1929,madhya pradesh,kharif,maize,80,40,20,5.38,1011.49,30.43,500,500,1
1930,madhya pradesh,kharif,sesamum,30,15,30,6.56,1011.49,30.43,2300,900,0.391304348
1931,madhya pradesh,kharif,soyabean,20,60,20,5.42,1011.49,30.43,4600,4600,1
1932,madhya pradesh,rabi,barley,70,40,45,5.62,73.47,23.562,2600,4300,1.653846154
1933,madhya pradesh,rabi,rapeseed,50,40,20,5.12,73.47,23.562,8300,3800,0.457831325
1934,madhya pradesh,rabi,wheat,60,30,30,6.3,73.47,23.562,49000,80800,1.648979592
1935,madhya pradesh,kharif,cotton,120,40,20,5.5,1011.49,30.43,35400,63000,1.779661017
1936,madhya pradesh,kharif,jowar,80,40,40,5.64,1011.49,30.43,25500,26100,1.023529412
1937,madhya pradesh,kharif,maize,80,40,20,5.68,1011.49,30.43,7600,7100,0.934210526
1938,madhya pradesh,kharif,sesamum,30,15,30,6.4,1011.49,30.43,3000,900,0.3
1939,madhya pradesh,kharif,soyabean,20,60,20,5.56,1011.49,30.43,240400,346800,1.442595674
1940,madhya pradesh,rabi,rapeseed,50,40,20,5,73.47,23.562,500,400,0.8
1941,madhya pradesh,rabi,wheat,60,30,30,6.11,73.47,23.562,108900,235300,2.160697888
1942,madhya pradesh,kharif,cotton,120,40,20,5.5,1011.49,30.43,72400,160000,2.209944751
1943,madhya pradesh,kharif,jowar,80,40,40,5.52,1011.49,30.43,28100,18300,0.651245552
1944,madhya pradesh,kharif,maize,80,40,20,5.38,1011.49,30.43,78900,100300,1.271229404
1945,madhya pradesh,kharif,sesamum,30,15,30,6.68,1011.49,30.43,200,100,0.5
1946,madhya pradesh,kharif,soyabean,20,60,20,5.58,1011.49,30.43,225500,200900,0.890909091
1947,madhya pradesh,rabi,jowar,80,40,40,5.38,73.47,23.562,400,200,0.5
1948,madhya pradesh,rabi,wheat,60,30,30,6.7,73.47,23.562,145900,296600,2.032899246
1949,madhya pradesh,kharif,jowar,80,40,40,5.38,1011.49,30.43,53600,37800,0.705223881
1950,madhya pradesh,kharif,maize,80,40,20,5.42,1011.49,30.43,23400,20500,0.876068376
1951,madhya pradesh,kharif,sesamum,30,15,30,6.46,1011.49,30.43,1400,500,0.357142857
1952,madhya pradesh,kharif,soyabean,20,60,20,5.48,1011.49,30.43,124700,102600,0.822774659
1953,madhya pradesh,kharif,sunflower,50,60,30,5.44,1011.49,30.43,100,100,1
1954,madhya pradesh,rabi,barley,70,40,45,5.62,73.47,23.562,200,400,2
1955,madhya pradesh,rabi,rapeseed,50,40,20,5,73.47,23.562,3300,2000,0.606060606
1956,madhya pradesh,rabi,wheat,60,30,30,6.11,73.47,23.562,198800,268500,1.350603622
1957,madhya pradesh,kharif,jowar,80,40,40,5.54,1011.49,30.43,10400,17300,1.663461538
1958,madhya pradesh,kharif,maize,80,40,20,5.64,1011.49,30.43,100,100,1
1959,madhya pradesh,kharif,sesamum,30,15,30,6.52,1011.49,30.43,1800,600,0.333333333
1960,madhya pradesh,kharif,soyabean,20,60,20,5.46,1011.49,30.43,7900,13800,1.746835443
1961,madhya pradesh,rabi,barley,70,40,45,5.5,73.47,23.562,2300,6000,2.608695652
1962,madhya pradesh,rabi,rapeseed,50,40,20,4.9,73.47,23.562,64800,42900,0.662037037
1963,madhya pradesh,rabi,wheat,60,30,30,7,73.47,23.562,109400,225600,2.062157221
1964,madhya pradesh,kharif,cotton,120,40,20,5.58,1011.49,30.43,5700,7000,1.228070175
1965,madhya pradesh,kharif,jowar,80,40,40,5.44,1011.49,30.43,2500,2500,1
1966,madhya pradesh,kharif,maize,80,40,20,5.32,1011.49,30.43,2300,3000,1.304347826
1967,madhya pradesh,kharif,sesamum,30,15,30,6.62,1011.49,30.43,1600,500,0.3125
1968,madhya pradesh,kharif,soyabean,20,60,20,5.32,1011.49,30.43,345800,437800,1.26604974
1969,madhya pradesh,rabi,barley,70,40,45,5.4,73.47,23.562,600,800,1.333333333
1970,madhya pradesh,rabi,jowar,80,40,40,5.66,73.47,23.562,300,400,1.333333333
1971,madhya pradesh,rabi,rapeseed,50,40,20,5.18,73.47,23.562,200,200,1
1972,madhya pradesh,rabi,wheat,60,30,30,6.3,73.47,23.562,234600,348900,1.487212276
1973,madhya pradesh,kharif,jowar,80,40,40,5.44,1011.49,30.43,2500,2900,1.16
1974,madhya pradesh,kharif,maize,80,40,20,5.5,1011.49,30.43,10900,11600,1.064220183
1975,madhya pradesh,kharif,soyabean,20,60,20,5.46,1011.49,30.43,210700,244700,1.161366872
1976,madhya pradesh,rabi,wheat,60,30,30,6.8,73.47,23.562,115700,274200,2.369922213
1977,madhya pradesh,kharif,jowar,80,40,40,5.5,1011.49,30.43,8200,5800,0.707317073
1978,madhya pradesh,kharif,maize,80,40,20,5.44,1011.49,30.43,8500,8800,1.035294118
1979,madhya pradesh,kharif,sesamum,30,15,30,6.48,1011.49,30.43,3100,400,0.129032258
1980,madhya pradesh,kharif,soyabean,20,60,20,5.54,1011.49,30.43,40300,30100,0.746898263
1981,madhya pradesh,kharif,sunflower,50,60,30,5.44,1011.49,30.43,2900,700,0.24137931
1982,madhya pradesh,rabi,barley,70,40,45,5.56,73.47,23.562,400,400,1
1983,madhya pradesh,rabi,rapeseed,50,40,20,5.02,73.47,23.562,6100,2500,0.409836066
1984,madhya pradesh,rabi,wheat,60,30,30,6.8,73.47,23.562,185800,169100,0.910118407
1985,madhya pradesh,kharif,cotton,120,40,20,5.54,1011.49,30.43,15000,21000,1.4
1986,madhya pradesh,kharif,jowar,80,40,40,5.38,1011.49,30.43,16400,10700,0.652439024
1987,madhya pradesh,kharif,maize,80,40,20,5.36,1011.49,30.43,104300,139600,1.338446788
1988,madhya pradesh,kharif,soyabean,20,60,20,5.36,1011.49,30.43,29300,24200,0.825938567
1989,madhya pradesh,rabi,jowar,80,40,40,5.64,73.47,23.562,1600,1100,0.6875
1990,madhya pradesh,rabi,wheat,60,30,30,6.1,73.47,23.562,49800,92500,1.857429719
1991,madhya pradesh,kharif,cotton,120,40,20,5.44,1011.49,30.43,133000,135000,1.015037594
1992,madhya pradesh,kharif,jowar,80,40,40,5.6,1011.49,30.43,72300,77700,1.074688797
1993,madhya pradesh,kharif,maize,80,40,20,5.66,1011.49,30.43,4700,7600,1.617021277
1994,madhya pradesh,kharif,sesamum,30,15,30,6.5,1011.49,30.43,5200,1100,0.211538462
1995,madhya pradesh,kharif,soyabean,20,60,20,5.6,1011.49,30.43,97200,70000,0.720164609
1996,madhya pradesh,rabi,jowar,80,40,40,5.6,73.47,23.562,200,100,0.5
1997,madhya pradesh,rabi,wheat,60,30,30,6.8,73.47,23.562,68300,112500,1.647144949
1998,madhya pradesh,kharif,cotton,120,40,20,5.54,1011.49,30.43,212300,408000,1.921808761
1999,madhya pradesh,kharif,jowar,80,40,40,5.5,1011.49,30.43,161400,193600,1.199504337
2000,madhya pradesh,kharif,maize,80,40,20,5.36,1011.49,30.43,49100,72300,1.472505092
2001,madhya pradesh,kharif,sesamum,30,15,30,6.6,1011.49,30.43,1000,200,0.2
2002,madhya pradesh,kharif,soyabean,20,60,20,5.32,1011.49,30.43,39700,29300,0.738035264
2003,madhya pradesh,rabi,jowar,80,40,40,5.6,73.47,23.562,3400,2900,0.852941176
2004,madhya pradesh,rabi,wheat,60,30,30,6.1,73.47,23.562,78200,140500,1.796675192
2005,madhya pradesh,kharif,jowar,80,40,40,5.32,1011.49,30.43,400,200,0.5
2006,madhya pradesh,kharif,maize,80,40,20,5.34,1011.49,30.43,35300,52400,1.484419263
2007,madhya pradesh,kharif,sesamum,30,15,30,6.46,1011.49,30.43,1700,400,0.235294118
2008,madhya pradesh,kharif,soyabean,20,60,20,5.46,1011.49,30.43,13000,12200,0.938461538
2009,madhya pradesh,rabi,rapeseed,50,40,20,5.1,73.47,23.562,31300,8500,0.271565495
2010,madhya pradesh,rabi,wheat,60,30,30,7,73.47,23.562,76900,27100,0.352405722
